和风天气中国城市列表 v1.3

城市/地区编码	英文	中文	国家代码	国家英文	国家中文	省英文	省中文	所属上级市英文	所属上级市中文	纬度	经度
CN101251208	mayang	麻阳	CN	China	中国	hunan	湖南	huaihua	怀化	27.865991	109.802807
CN101251209	xinhuang	新晃	CN	China	中国	hunan	湖南	huaihua	怀化	27.359897	109.174443
CN101251210	zhijiang	芷江	CN	China	中国	hunan	湖南	huaihua	怀化	27.437996	109.687777
CN101251211	xupu	溆浦	CN	China	中国	hunan	湖南	huaihua	怀化	27.903802	110.593373
CN101251212	zhongfang	中方	CN	China	中国	hunan	湖南	huaihua	怀化	27.43736	109.948061
CN101251213	hongjiang	洪江	CN	China	中国	hunan	湖南	huaihua	怀化	27.201876	109.831765
CN101251401	yongzhou	永州	CN	China	中国	hunan	湖南	yongzhou	永州	26.434516	111.608019
CN101251402	qiyang	祁阳	CN	China	中国	hunan	湖南	yongzhou	永州	26.585929	111.85734
CN101251403	dongan	东安	CN	China	中国	hunan	湖南	yongzhou	永州	26.397278	111.313035
CN101251404	shuangpai	双牌	CN	China	中国	hunan	湖南	yongzhou	永州	25.959397	111.662146
CN101251405	daoxian	道县	CN	China	中国	hunan	湖南	yongzhou	永州	25.518444	111.591614
CN101251406	ningyuan	宁远	CN	China	中国	hunan	湖南	yongzhou	永州	25.584112	111.944529
CN101251407	jiangyong	江永	CN	China	中国	hunan	湖南	yongzhou	永州	25.268154	111.346803
CN101251408	lanshan	蓝山	CN	China	中国	hunan	湖南	yongzhou	永州	25.375255	112.194195
CN101251409	xintian	新田	CN	China	中国	hunan	湖南	yongzhou	永州	25.906927	112.220341
CN101251410	jianghua	江华	CN	China	中国	hunan	湖南	yongzhou	永州	25.182596	111.577276
CN101251411	lengshuitan	冷水滩	CN	China	中国	hunan	湖南	yongzhou	永州	26.434364	111.607156
CN101251412	lingling	零陵	CN	China	中国	hunan	湖南	yongzhou	永州	26.223347	111.626348
CN101251501	jishou	吉首	CN	China	中国	hunan	湖南	xiangxi	湘西	28.314827	109.738273
CN101251502	baojing	保靖	CN	China	中国	hunan	湖南	xiangxi	湘西	28.709605	109.651445
CN101251503	yongshun	永顺	CN	China	中国	hunan	湖南	xiangxi	湘西	28.998068	109.853292
CN101251504	guzhang	古丈	CN	China	中国	hunan	湖南	xiangxi	湘西	28.616973	109.949592
CN101251505	fenghuang	凤凰	CN	China	中国	hunan	湖南	xiangxi	湘西	27.948308	109.599191
CN101251506	luxi	泸溪	CN	China	中国	hunan	湖南	xiangxi	湘西	28.214516	110.214428
CN101251507	longshan	龙山	CN	China	中国	hunan	湖南	xiangxi	湘西	29.453438	109.441189
CN101251508	huayuan	花垣	CN	China	中国	hunan	湖南	xiangxi	湘西	28.581352	109.479063
CN101251509	xiangxi	湘西	CN	China	中国	hunan	湖南	xiangxi	湘西	28.314296	109.739735
CN101260101	guiyang	贵阳	CN	China	中国	guizhou	贵州	guiyang	贵阳	26.578343	106.713478
CN101260102	baiyun	白云	CN	China	中国	guizhou	贵州	guiyang	贵阳	26.676849	106.633037
CN101260103	huaxi	花溪	CN	China	中国	guizhou	贵州	guiyang	贵阳	26.410464	106.670791
CN101260104	wudang	乌当	CN	China	中国	guizhou	贵州	guiyang	贵阳	26.630928	106.762123
CN101260105	xifeng	息烽	CN	China	中国	guizhou	贵州	guiyang	贵阳	27.092665	106.737693
CN101260106	kaiyang	开阳	CN	China	中国	guizhou	贵州	guiyang	贵阳	27.056793	106.969438
CN101260107	xiuwen	修文	CN	China	中国	guizhou	贵州	guiyang	贵阳	26.840672	106.599218
CN101260108	qingzhen	清镇	CN	China	中国	guizhou	贵州	guiyang	贵阳	26.551289	106.470278
CN101260110	yunyan	云岩	CN	China	中国	guizhou	贵州	guiyang	贵阳	26.58301	106.713397
CN101260111	nanming	南明	CN	China	中国	guizhou	贵州	guiyang	贵阳	26.573743	106.715963
CN101260112	guanshanhu	观山湖	CN	China	中国	guizhou	贵州	guiyang	贵阳	26.646358	106.626323
CN101260201	zunyi	遵义	CN	China	中国	guizhou	贵州	zunyi	遵义	27.706626	106.937265
CN101260202	zunyixian	遵义县	CN	China	中国	guizhou	贵州	zunyi	遵义	27.32	106.49
CN101260203	renhuai	仁怀	CN	China	中国	guizhou	贵州	zunyi	遵义	27.803377	106.412476
CN101260204	suiyang	绥阳	CN	China	中国	guizhou	贵州	zunyi	遵义	27.951342	107.191024
CN101260205	meitan	湄潭	CN	China	中国	guizhou	贵州	zunyi	遵义	27.765839	107.485723
CN101260206	fenggang	凤冈	CN	China	中国	guizhou	贵州	zunyi	遵义	27.960858	107.722021
CN101260207	tongzi	桐梓	CN	China	中国	guizhou	贵州	zunyi	遵义	28.131559	106.826591
CN101260208	chishui	赤水	CN	China	中国	guizhou	贵州	zunyi	遵义	28.587057	105.698116
CN101260209	xishui	习水	CN	China	中国	guizhou	贵州	zunyi	遵义	28.327826	106.200954
CN101260210	daozhen	道真	CN	China	中国	guizhou	贵州	zunyi	遵义	28.880088	107.605342
CN101260211	zhengan	正安	CN	China	中国	guizhou	贵州	zunyi	遵义	28.550337	107.441872
CN101260212	wuchuan	务川	CN	China	中国	guizhou	贵州	zunyi	遵义	28.521567	107.887857
CN101260213	yuqing	余庆	CN	China	中国	guizhou	贵州	zunyi	遵义	27.221552	107.892566
CN101260214	huichuan	汇川	CN	China	中国	guizhou	贵州	zunyi	遵义	27.706626	106.937265
CN101260215	honghuagang	红花岗	CN	China	中国	guizhou	贵州	zunyi	遵义	27.694395	106.943784
CN101260216	bozhou	播州	CN	China	中国	guizhou	贵州	zunyi	遵义	27.535288	106.831668
CN101260301	anshun	安顺	CN	China	中国	guizhou	贵州	anshun	安顺	26.245544	105.932188
CN101260302	puding	普定	CN	China	中国	guizhou	贵州	anshun	安顺	26.305794	105.745609
CN101260303	zhenning	镇宁	CN	China	中国	guizhou	贵州	anshun	安顺	26.056096	105.768656
CN101260304	pingba	平坝	CN	China	中国	guizhou	贵州	anshun	安顺	26.40608	106.259942
CN101260305	ziyun	紫云	CN	China	中国	guizhou	贵州	anshun	安顺	25.751567	106.084515
CN101260306	guanling	关岭	CN	China	中国	guizhou	贵州	anshun	安顺	25.944248	105.618454
CN101260307	xixiu	西秀	CN	China	中国	guizhou	贵州	anshun	安顺	26.248323	105.946169
CN101260401	duyun	都匀	CN	China	中国	guizhou	贵州	qiannan	黔南	26.258205	107.517021
CN101260402	guiding	贵定	CN	China	中国	guizhou	贵州	qiannan	黔南	26.580807	107.233588
CN101260403	wengan	瓮安	CN	China	中国	guizhou	贵州	qiannan	黔南	27.066339	107.478417
CN101260404	changshun	长顺	CN	China	中国	guizhou	贵州	qiannan	黔南	26.022116	106.447376
CN101260405	fuquan	福泉	CN	China	中国	guizhou	贵州	qiannan	黔南	26.702508	107.513508
CN101260406	huishui	惠水	CN	China	中国	guizhou	贵州	qiannan	黔南	26.128637	106.657848
CN101260407	longli	龙里	CN	China	中国	guizhou	贵州	qiannan	黔南	26.448809	106.977733
CN101260408	luodian	罗甸	CN	China	中国	guizhou	贵州	qiannan	黔南	25.429894	106.750006
CN101260409	pingtang	平塘	CN	China	中国	guizhou	贵州	qiannan	黔南	25.831803	107.32405
CN101260410	dushan	独山	CN	China	中国	guizhou	贵州	qiannan	黔南	25.826283	107.542757
CN101260411	sandu	三都	CN	China	中国	guizhou	贵州	qiannan	黔南	25.985183	107.87747
CN101260412	libo	荔波	CN	China	中国	guizhou	贵州	qiannan	黔南	25.412239	107.8838
CN101260413	qiannan	黔南	CN	China	中国	guizhou	贵州	qiannan	黔南	26.258219	107.517156
CN101260501	kaili	凯里	CN	China	中国	guizhou	贵州	qiandongnan	黔东南	26.582964	107.977541
CN101260502	cengong	岑巩	CN	China	中国	guizhou	贵州	qiandongnan	黔东南	27.173244	108.816459
CN101260503	shibing	施秉	CN	China	中国	guizhou	贵州	qiandongnan	黔东南	27.034657	108.12678
CN101260504	zhenyuan	镇远	CN	China	中国	guizhou	贵州	qiandongnan	黔东南	27.050233	108.423656
CN101260505	huangping	黄平	CN	China	中国	guizhou	贵州	qiandongnan	黔东南	26.896973	107.901337
CN101260506	qiandongnan	黔东南	CN	China	中国	guizhou	贵州	qiandongnan	黔东南	26.583352	107.977488
CN101260507	majiang	麻江	CN	China	中国	guizhou	贵州	qiandongnan	黔东南	26.494803	107.593172
CN101260508	danzhai	丹寨	CN	China	中国	guizhou	贵州	qiandongnan	黔东南	26.199497	107.794808
CN101260509	sansui	三穗	CN	China	中国	guizhou	贵州	qiandongnan	黔东南	26.959884	108.681121
CN101260510	taijiang	台江	CN	China	中国	guizhou	贵州	qiandongnan	黔东南	26.669138	108.314637
CN101260511	jianhe	剑河	CN	China	中国	guizhou	贵州	qiandongnan	黔东南	26.727349	108.440499
CN101260512	leishan	雷山	CN	China	中国	guizhou	贵州	qiandongnan	黔东南	26.381027	108.079613
CN101260513	liping	黎平	CN	China	中国	guizhou	贵州	qiandongnan	黔东南	26.230636	109.136504
CN101260514	tianzhu	天柱	CN	China	中国	guizhou	贵州	qiandongnan	黔东南	26.909684	109.212798
CN101260515	jinping	锦屏	CN	China	中国	guizhou	贵州	qiandongnan	黔东南	26.680625	109.20252
CN101260516	rongjiang	榕江	CN	China	中国	guizhou	贵州	qiandongnan	黔东南	25.931085	108.521026
CN101260517	congjiang	从江	CN	China	中国	guizhou	贵州	qiandongnan	黔东南	25.747058	108.912648
CN101260601	tongren	铜仁	CN	China	中国	guizhou	贵州	tongren	铜仁	27.718346	109.191555
CN101260602	jiangkou	江口	CN	China	中国	guizhou	贵州	tongren	铜仁	27.691904	108.848427
CN101260603	yuping	玉屏	CN	China	中国	guizhou	贵州	tongren	铜仁	27.238024	108.917882
CN101260604	wanshan	万山	CN	China	中国	guizhou	贵州	tongren	铜仁	27.51903	109.21199
CN101260605	sinan	思南	CN	China	中国	guizhou	贵州	tongren	铜仁	27.941331	108.255827
CN101260606	bijiang	碧江	CN	China	中国	guizhou	贵州	tongren	铜仁	27.718745	109.192117
CN101260607	yinjiang	印江	CN	China	中国	guizhou	贵州	tongren	铜仁	27.997976	108.405517
CN101260608	shiqian	石阡	CN	China	中国	guizhou	贵州	tongren	铜仁	27.519386	108.229854
CN101260609	yanhe	沿河	CN	China	中国	guizhou	贵州	tongren	铜仁	28.560487	108.495746
CN101260610	dejiang	德江	CN	China	中国	guizhou	贵州	tongren	铜仁	28.26094	108.117317
CN101260611	songtao	松桃	CN	China	中国	guizhou	贵州	tongren	铜仁	28.165419	109.202627
CN101260701	bijie	毕节	CN	China	中国	guizhou	贵州	bijie	毕节	27.301693	105.28501
CN101260702	hezhang	赫章	CN	China	中国	guizhou	贵州	bijie	毕节	27.119243	104.726438
CN101260703	jinsha	金沙	CN	China	中国	guizhou	贵州	bijie	毕节	27.459693	106.222103
CN101260704	weining	威宁	CN	China	中国	guizhou	贵州	bijie	毕节	26.859099	104.286523
CN101260705	dafang	大方	CN	China	中国	guizhou	贵州	bijie	毕节	27.143521	105.609254
CN101260706	nayong	纳雍	CN	China	中国	guizhou	贵州	bijie	毕节	26.769875	105.375322
CN101260707	zhijin	织金	CN	China	中国	guizhou	贵州	bijie	毕节	26.668497	105.768997
CN101260708	qianxi	黔西	CN	China	中国	guizhou	贵州	bijie	毕节	27.024923	106.038299
CN101260709	qixingguan	七星关	CN	China	中国	guizhou	贵州	bijie	毕节	27.302085	105.284852
CN101260801	shuicheng	水城	CN	China	中国	guizhou	贵州	liupanshui	六盘水	26.540478	104.95685
CN101260802	liuzhi	六枝	CN	China	中国	guizhou	贵州	liupanshui	六盘水	26.210662	105.474235
CN101260803	liupanshui	六盘水	CN	China	中国	guizhou	贵州	liupanshui	六盘水	26.584643	104.846743
CN101260804	panxian	盘县	CN	China	中国	guizhou	贵州	liupanshui	六盘水	25.706966	104.468367
CN101260805	zhongshan	钟山	CN	China	中国	guizhou	贵州	liupanshui	六盘水	26.584805	104.846244
CN101260901	xingyi	兴义	CN	China	中国	guizhou	贵州	qianxinan	黔西南	25.088599	104.897982
CN101260902	qinglong	晴隆	CN	China	中国	guizhou	贵州	qianxinan	黔西南	25.832881	105.218773
CN101260903	xingren	兴仁	CN	China	中国	guizhou	贵州	qianxinan	黔西南	25.431378	105.192778
CN101260904	zhenfeng	贞丰	CN	China	中国	guizhou	贵州	qianxinan	黔西南	25.385752	105.650133
CN101260905	wangmo	望谟	CN	China	中国	guizhou	贵州	qianxinan	黔西南	25.166667	106.091563
CN101260906	qianxinan	黔西南	CN	China	中国	guizhou	贵州	qianxinan	黔西南	25.08812	104.897971
CN101260907	anlong	安龙	CN	China	中国	guizhou	贵州	qianxinan	黔西南	25.108959	105.471498
CN101260908	ceheng	册亨	CN	China	中国	guizhou	贵州	qianxinan	黔西南	24.983338	105.81241
CN101260909	puan	普安	CN	China	中国	guizhou	贵州	qianxinan	黔西南	25.786404	104.955347
CN101270101	chengdu	成都	CN	China	中国	sichuan	四川	chengdu	成都	30.659462	104.065735
CN101270102	longquanyi	龙泉驿	CN	China	中国	sichuan	四川	chengdu	成都	30.56065	104.269181
CN101270103	xindu	新都	CN	China	中国	sichuan	四川	chengdu	成都	30.824223	104.16022
CN101270104	wenjiang	温江	CN	China	中国	sichuan	四川	chengdu	成都	30.697996	103.836776
CN101270105	jintang	金堂	CN	China	中国	sichuan	四川	chengdu	成都	30.858417	104.415604
CN101270106	shuangliu	双流	CN	China	中国	sichuan	四川	chengdu	成都	30.573243	103.922706
CN101270107	pixian	郫县	CN	China	中国	sichuan	四川	chengdu	成都	30.808752	103.887842
CN101270108	dayi	大邑	CN	China	中国	sichuan	四川	chengdu	成都	30.586602	103.522397
CN101270109	pujiang	蒲江	CN	China	中国	sichuan	四川	chengdu	成都	30.194359	103.511541
CN101270110	xinjin	新津	CN	China	中国	sichuan	四川	chengdu	成都	30.414284	103.812449
CN101270111	dujiangyan	都江堰	CN	China	中国	sichuan	四川	chengdu	成都	30.99114	103.627898
CN101270112	pengzhou	彭州	CN	China	中国	sichuan	四川	chengdu	成都	30.985161	103.941173
CN101270113	qionglai	邛崃	CN	China	中国	sichuan	四川	chengdu	成都	30.413271	103.46143
CN101270114	chongzhou	崇州	CN	China	中国	sichuan	四川	chengdu	成都	30.631478	103.671049
CN101270115	qingbaijiang	青白江	CN	China	中国	sichuan	四川	chengdu	成都	30.883438	104.25494
CN101270116	jinjiang	锦江	CN	China	中国	sichuan	四川	chengdou	成都	30.657689	104.080989
CN101270117	qingyang	青羊	CN	China	中国	sichuan	四川	chengdou	成都	30.667648	104.055731
CN101270118	jinniu	金牛	CN	China	中国	sichuan	四川	chengdou	成都	30.692058	104.043487
CN101270119	wuhou	武侯	CN	China	中国	sichuan	四川	chengdou	成都	30.630862	104.05167
CN101270120	chenghua	成华	CN	China	中国	sichuan	四川	chengdou	成都	30.660275	104.103077
CN101270121	jianyang	简阳	CN	China	中国	sichuan	四川	chengdu	成都	30.390666	104.550339
CN101270201	panzhihua	攀枝花	CN	China	中国	sichuan	四川	panzhihua	攀枝花	26.580446	101.716007
CN101270202	renhe	仁和	CN	China	中国	sichuan	四川	panzhihua	攀枝花	26.497185	101.737916
CN101270203	miyi	米易	CN	China	中国	sichuan	四川	panzhihua	攀枝花	26.887474	102.109877
CN101270204	yanbian	盐边	CN	China	中国	sichuan	四川	panzhihua	攀枝花	26.677619	101.851848
CN101270205	dongqu	东区	CN	China	中国	sichuan	四川	panzhihua	攀枝花	26.580887	101.715134
CN101270206	xiqu	西区	CN	China	中国	sichuan	四川	panzhihua	攀枝花	26.596776	101.637969
CN101270301	zigong	自贡	CN	China	中国	sichuan	四川	zigong	自贡	29.352765	104.773447
CN101270302	fushun	富顺	CN	China	中国	sichuan	四川	zigong	自贡	29.181282	104.984256
CN101270303	rongxian	荣县	CN	China	中国	sichuan	四川	zigong	自贡	29.454851	104.423932
CN101270304	ziliujing	自流井	CN	China	中国	sichuan	四川	zigong	自贡	29.343231	104.778188
CN101270305	gongjing	贡井	CN	China	中国	sichuan	四川	zigong	自贡	29.345675	104.714372
CN101270306	daan	大安	CN	China	中国	sichuan	四川	zigong	自贡	29.367136	104.783229
CN101270307	yantan	沿滩	CN	China	中国	sichuan	四川	zigong	自贡	29.272521	104.876417
CN101270401	mianyang	绵阳	CN	China	中国	sichuan	四川	mianyang	绵阳	31.46402	104.741722
CN101270402	santai	三台	CN	China	中国	sichuan	四川	mianyang	绵阳	31.090909	105.090316
CN101270403	yanting	盐亭	CN	China	中国	sichuan	四川	mianyang	绵阳	31.22318	105.391991
CN101270404	anxian	安县	CN	China	中国	sichuan	四川	mianyang	绵阳	31.39	104.25
CN101270405	zitong	梓潼	CN	China	中国	sichuan	四川	mianyang	绵阳	31.635225	105.16353
CN101270406	beichuan	北川	CN	China	中国	sichuan	四川	mianyang	绵阳	31.615863	104.468069
CN101270407	pingwu	平武	CN	China	中国	sichuan	四川	mianyang	绵阳	32.407588	104.530555
CN101270408	jiangyou	江油	CN	China	中国	sichuan	四川	mianyang	绵阳	31.776386	104.744431
CN101270409	fucheng	涪城	CN	China	中国	sichuan	四川	mianyang	绵阳	31.463557	104.740971
CN101270410	youxian	游仙	CN	China	中国	sichuan	四川	mianyang	绵阳	31.484772	104.770006
CN101270411	anzhou	安州	CN	China	中国	sichuan	四川	mianyang	绵阳	31.53894	104.560341
CN101270501	nanchong	南充	CN	China	中国	sichuan	四川	nanchong	南充	30.795281	106.082974
CN101270502	nanbu	南部	CN	China	中国	sichuan	四川	nanchong	南充	31.349407	106.061138
CN101270503	yingshan	营山	CN	China	中国	sichuan	四川	nanchong	南充	31.075907	106.564893
CN101270504	pengan	蓬安	CN	China	中国	sichuan	四川	nanchong	南充	31.027978	106.413488
CN101270505	yilong	仪陇	CN	China	中国	sichuan	四川	nanchong	南充	31.271261	106.297083
CN101270506	xichong	西充	CN	China	中国	sichuan	四川	nanchong	南充	30.994616	105.893021
CN101270507	langzhong	阆中	CN	China	中国	sichuan	四川	nanchong	南充	31.580466	105.975266
CN101270508	shunqing	顺庆	CN	China	中国	sichuan	四川	nanchong	南充	30.795572	106.084091
CN101270509	gaoping	高坪	CN	China	中国	sichuan	四川	nanchong	南充	30.781809	106.108996
CN101270510	jialing	嘉陵	CN	China	中国	sichuan	四川	nanchong	南充	30.762976	106.067027
CN101270601	dazhou	达州	CN	China	中国	sichuan	四川	dazhou	达州	31.209484	107.502262
CN101270602	xuanhan	宣汉	CN	China	中国	sichuan	四川	dazhou	达州	31.355025	107.722254
CN101270603	kaijiang	开江	CN	China	中国	sichuan	四川	dazhou	达州	31.085537	107.864135
CN101270604	dazhu	大竹	CN	China	中国	sichuan	四川	dazhou	达州	30.736289	107.20742
CN101270605	quxian	渠县	CN	China	中国	sichuan	四川	dazhou	达州	30.836348	106.970746
CN101270606	wanyuan	万源	CN	China	中国	sichuan	四川	dazhou	达州	32.06777	108.037548
CN101270607	tongchuan	通川	CN	China	中国	sichuan	四川	dazhou	达州	31.213522	107.501062
CN101270608	dachuan	达川	CN	China	中国	sichuan	四川	dazhou	达州	31.199062	107.507926
CN101270701	suining	遂宁	CN	China	中国	sichuan	四川	suining	遂宁	30.513311	105.571331
CN101270702	pengxi	蓬溪	CN	China	中国	sichuan	四川	suining	遂宁	30.774883	105.713699
CN101270703	shehong	射洪	CN	China	中国	sichuan	四川	suining	遂宁	30.868752	105.381849
CN101270704	chuanshan	船山	CN	China	中国	sichuan	四川	suining	遂宁	30.502647	105.582215
CN101270705	anju	安居	CN	China	中国	sichuan	四川	suining	遂宁	30.346121	105.459383
CN101270706	daying	大英	CN	China	中国	sichuan	四川	suining	遂宁	30.581571	105.252187
CN101270801	guangan	广安	CN	China	中国	sichuan	四川	guangan	广安	30.456398	106.633369
CN101270802	yuechi	岳池	CN	China	中国	sichuan	四川	guangan	广安	30.533538	106.444451
CN101270803	wusheng	武胜	CN	China	中国	sichuan	四川	guangan	广安	30.344291	106.292473
CN101270804	linshui	邻水	CN	China	中国	sichuan	四川	guangan	广安	30.334323	106.934968
CN101270805	huaying	华蓥	CN	China	中国	sichuan	四川	guangan	广安	30.380574	106.777882
CN101270806	qianfeng	前锋	CN	China	中国	sichuan	四川	guangan	广安	30.4963	106.893277
CN101270901	bazhong	巴中	CN	China	中国	sichuan	四川	bazhong	巴中	31.858809	106.753669
CN101270902	tongjiang	通江	CN	China	中国	sichuan	四川	bazhong	巴中	31.91212	107.247621
CN101270903	nanjiang	南江	CN	China	中国	sichuan	四川	bazhong	巴中	32.353164	106.843418
CN101270904	pingchang	平昌	CN	China	中国	sichuan	四川	bazhong	巴中	31.562814	107.101937
CN101270905	bazhou	巴州	CN	China	中国	sichuan	四川	bazhong	巴中	31.858366	106.753671
CN101270906	enyang	恩阳	CN	China	中国	sichuan	四川	bazhong	巴中	31.816336	106.486515
CN101271001	luzhou	泸州	CN	China	中国	sichuan	四川	luzhou	泸州	28.889138	105.443348
CN101271002	jiangyang	江阳	CN	China	中国	sichuan	四川	luzhou	泸州	28.882889	105.445131
CN101271003	luxian	泸县	CN	China	中国	sichuan	四川	luzhou	泸州	29.151288	105.376335
CN101271004	hejiang	合江	CN	China	中国	sichuan	四川	luzhou	泸州	28.810325	105.834098
CN101271005	xuyong	叙永	CN	China	中国	sichuan	四川	luzhou	泸州	28.167919	105.437775
CN101271006	gulin	古蔺	CN	China	中国	sichuan	四川	luzhou	泸州	28.03948	105.813359
CN101271007	naxi	纳溪	CN	China	中国	sichuan	四川	luzhou	泸州	28.77631	105.37721
CN101271008	longmatan	龙马潭	CN	China	中国	sichuan	四川	luzhou	泸州	28.897572	105.435228
CN101271101	yibin	宜宾	CN	China	中国	sichuan	四川	yibin	宜宾	28.760189	104.630825
CN101271102	cuiping	翠屏	CN	China	中国	sichuan	四川	yibin	宜宾	28.760179	104.630231
CN101271103	yibinxian	宜宾县	CN	China	中国	sichuan	四川	yibin	宜宾	28.695678	104.541489
CN101271104	nanxi	南溪	CN	China	中国	sichuan	四川	yibin	宜宾	28.839806	104.981133
CN101271105	jiangan	江安	CN	China	中国	sichuan	四川	yibin	宜宾	28.728102	105.068697
CN101271106	changning	长宁	CN	China	中国	sichuan	四川	yibin	宜宾	28.577271	104.921116
CN101271107	gaoxian	高县	CN	China	中国	sichuan	四川	yibin	宜宾	28.435676	104.519187
CN101271108	gongxian	珙县	CN	China	中国	sichuan	四川	yibin	宜宾	28.449041	104.712268
CN101271109	junlian	筠连	CN	China	中国	sichuan	四川	yibin	宜宾	28.162017	104.507848
CN101271110	xingwen	兴文	CN	China	中国	sichuan	四川	yibin	宜宾	28.302988	105.236549
CN101271111	pingshan	屏山	CN	China	中国	sichuan	四川	yibin	宜宾	28.64237	104.162617
CN101271201	neijiang	内江	CN	China	中国	sichuan	四川	neijiang	内江	29.58708	105.066138
CN101271202	dongxing	东兴	CN	China	中国	sichuan	四川	neijiang	内江	29.600107	105.067203
CN101271203	weiyuan	威远	CN	China	中国	sichuan	四川	neijiang	内江	29.52686	104.668327
CN101271204	zizhong	资中	CN	China	中国	sichuan	四川	neijiang	内江	29.775295	104.852463
CN101271205	longchang	隆昌	CN	China	中国	sichuan	四川	neijiang	内江	29.338162	105.288074
CN101271206	shizhong	市中	CN	China	中国	sichuan	四川	najiang	内江	29.585265	105.065467
CN101271301	ziyang	资阳	CN	China	中国	sichuan	四川	ziyang	资阳	30.122211	104.641917
CN101271302	anyue	安岳	CN	China	中国	sichuan	四川	ziyang	资阳	30.099206	105.336764
CN101271303	lezhi	乐至	CN	China	中国	sichuan	四川	ziyang	资阳	30.275619	105.031142
CN101271305	yanjiang	雁江	CN	China	中国	sichuan	四川	ziyang	资阳	30.121686	104.642338
CN101271401	leshan	乐山	CN	China	中国	sichuan	四川	leshan	乐山	29.582024	103.761263
CN101271402	qianwei	犍为	CN	China	中国	sichuan	四川	leshan	乐山	29.209782	103.944266
CN101271403	jingyan	井研	CN	China	中国	sichuan	四川	leshan	乐山	29.651645	104.06885
CN101271404	jiajiang	夹江	CN	China	中国	sichuan	四川	leshan	乐山	29.741019	103.578862
CN101271405	muchuan	沐川	CN	China	中国	sichuan	四川	leshan	乐山	28.956338	103.90211
CN101271406	ebian	峨边	CN	China	中国	sichuan	四川	leshan	乐山	29.230271	103.262148
CN101271407	mabian	马边	CN	China	中国	sichuan	四川	leshan	乐山	28.838933	103.546851
CN101271409	emeishan	峨眉山	CN	China	中国	sichuan	四川	leshan	乐山	29.597478	103.492488
CN101271410	shizhong	市中	CN	China	中国	sichuan	四川	leshan	乐山	29.588327	103.75539
CN101271411	shawan	沙湾	CN	China	中国	sichuan	四川	leshan	乐山	29.416536	103.549961
CN101271412	wutongqiao	五通桥	CN	China	中国	sichuan	四川	leshan	乐山	29.406186	103.816837
CN101271413	jinkouhe	金口河	CN	China	中国	sichuan	四川	leshan	乐山	29.24602	103.077831
CN101271501	meishan	眉山	CN	China	中国	sichuan	四川	meishan	眉山	30.048318	103.831788
CN101271502	renshou	仁寿	CN	China	中国	sichuan	四川	meishan	眉山	29.996721	104.147646
CN101271503	pengshan	彭山	CN	China	中国	sichuan	四川	meishan	眉山	30.192298	103.8701
CN101271504	hongya	洪雅	CN	China	中国	sichuan	四川	meishan	眉山	29.904867	103.375006
CN101271505	danleng	丹棱	CN	China	中国	sichuan	四川	meishan	眉山	30.012751	103.518333
CN101271506	qingshen	青神	CN	China	中国	sichuan	四川	meishan	眉山	29.831469	103.846131
CN101271507	dongpo	东坡	CN	China	中国	sichuan	四川	meishan	眉山	30.048128	103.831553
CN101271601	liangshan	凉山	CN	China	中国	sichuan	四川	liangshan	凉山	27.886762	102.258746
CN101271603	muli	木里	CN	China	中国	sichuan	四川	liangshan	凉山	27.926859	101.280184
CN101271604	yanyuan	盐源	CN	China	中国	sichuan	四川	liangshan	凉山	27.423415	101.508909
CN101271605	dechang	德昌	CN	China	中国	sichuan	四川	liangshan	凉山	27.403827	102.178845
CN101271606	huili	会理	CN	China	中国	sichuan	四川	liangshan	凉山	26.658702	102.249548
CN101271607	huidong	会东	CN	China	中国	sichuan	四川	liangshan	凉山	26.630713	102.578985
CN101271608	ningnan	宁南	CN	China	中国	sichuan	四川	liangshan	凉山	27.065205	102.757374
CN101271609	puge	普格	CN	China	中国	sichuan	四川	liangshan	凉山	27.376828	102.541082
CN101271610	xichang	西昌	CN	China	中国	sichuan	四川	liangshan	凉山	27.885786	102.258758
CN101271611	jinyang	金阳	CN	China	中国	sichuan	四川	liangshan	凉山	27.695916	103.248704
CN101271612	zhaojue	昭觉	CN	China	中国	sichuan	四川	liangshan	凉山	28.010554	102.843991
CN101271613	xide	喜德	CN	China	中国	sichuan	四川	liangshan	凉山	28.305486	102.412342
CN101271614	mianning	冕宁	CN	China	中国	sichuan	四川	liangshan	凉山	28.550844	102.170046
CN101271615	yuexi	越西	CN	China	中国	sichuan	四川	liangshan	凉山	28.639632	102.508875
CN101271616	ganluo	甘洛	CN	China	中国	sichuan	四川	liangshan	凉山	28.977094	102.775924
CN101271617	leibo	雷波	CN	China	中国	sichuan	四川	liangshan	凉山	28.262946	103.571584
CN101271618	meigu	美姑	CN	China	中国	sichuan	四川	liangshan	凉山	28.327946	103.132007
CN101271619	butuo	布拖	CN	China	中国	sichuan	四川	liangshan	凉山	27.709062	102.808801
CN101271701	yaan	雅安	CN	China	中国	sichuan	四川	yaan	雅安	29.987722	103.001033
CN101271702	mingshan	名山	CN	China	中国	sichuan	四川	yaan	雅安	30.084718	103.112214
CN101271703	yingjing	荥经	CN	China	中国	sichuan	四川	yaan	雅安	29.795529	102.844674
CN101271704	hanyuan	汉源	CN	China	中国	sichuan	四川	yaan	雅安	29.349915	102.677145
CN101271705	shimian	石棉	CN	China	中国	sichuan	四川	yaan	雅安	29.234063	102.35962
